1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,
1.00E+02,7.21E+01,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,0.00E+00,1.00E+02,9.76E+01,8.70E+01,
1.00E+02,9.13E+01,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,8.37E+01,9.75E+01,
1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,8.70E+01,9.87E+01,
1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,
1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,
1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,0.00E+00,1.00E+02,9.00E+01,
1.00E+02,1.00E+02,1.00E+02,6.40E+01,1.00E+02,1.00E+02,1.00E+02,1.00E+02,0.00E+00,1.00E+02,8.64E+01,
1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,
1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,8.26E+01,9.83E+01,
1.00E+02,9.63E+01,1.00E+02,9.64E+01,1.00E+02,1.00E+02,1.00E+02,9.00E+01,8.00E+01,9.51E+01,9.58E+01,
